batch_size,trial_num,accuracy,loss,test_accuracy,test_precision,test_recall
25,29,0.52999997138977,0.759810626506805,0.5,0.5,1
25,30,0.990000009536743,0.0743600502610206,0.949999988079071,1,0.899999976158142
50,1,0.509999990463256,1.13054323196411,0.5,0.5,1
50,2,0.889999985694885,0.271322131156921,0.850000023841857,1,0.699999988079071
50,3,0.5,3.35319709777832,0.5,0.5,1
50,4,0.519999980926513,8.43621826171875,0.5,0,0
50,5,0.509999990463256,0.693129122257232,0.5,0,0
50,6,0.9200000166893,0.277977734804153,0.5,0,0
50,7,0.490000009536743,0.693196892738342,0.5,0,0
50,8,0.990000009536743,0.0716567412018776,0.699999988079071,1,0.400000005960464
50,9,0.509999990463256,1.36732804775238,0.5,0,0
50,10,0.52999997138977,8.29693126678466,0.5,0,0
50,11,0.479999989271163,5.49074220657348,0.850000023841857,1,0.699999988079071
50,13,0.5,3.3583755493164,0.5,0.5,1
50,14,0.509999990463256,0.696387946605682,0.5,0.5,1
50,15,0.509999990463256,8.7666482925415,0.5,0,0
50,16,0.519999980926513,0.686863183975219,0.5,0.5,1
50,17,0.819999992847442,0.398651719093322,0.850000023841857,0.769230782985687,1
50,18,0.720000028610229,4.04459047317504,0.5,0.5,1
50,19,0.5,3.49880862236022,0.5,0.5,1
50,20,0.5,11.5572681427001,0.5,0,0
50,21,0.490000009536743,0.693175375461578,0.5,0,0
50,22,0.5,5.21572399139404,0.5,0,0
50,23,0.769999980926513,1.75875544548034,0.5,0.5,1
50,24,0.490000009536743,0.693180620670318,0.5,0,0
50,25,0.52999997138977,1.84809160232543,0.5,0,0
50,26,0.75,0.874781012535095,0.800000011920929,0.714285731315612,1
50,27,0.5,0.693167746067047,0.5,0,0
50,28,0.709999978542327,5.66775512695312,0.5,0,0
50,29,0.509999990463256,4.17224168777465,0.5,0.5,1
50,30,0.689999997615814,1.53302943706512,0.5,0,0
75,1,0.506666660308837,26.208833694458,0.5,0.5,1
75,2,0.506666660308837,2.36171770095825,0.800000011920929,1,0.600000023841857
75,3,0.466666668653488,2.12115454673767,0.5,0,0
75,4,0.573333323001861,40.8626060485839,0.5,0,0
75,5,1,0.20793417096138,0.5,0,0
75,6,0.493333339691162,1.90925681591033,0.5,0,0
75,7,0.519999980926513,16.9099178314209,0.5,0,0
75,8,0.533333361148834,4.87776613235473,0.5,0,0
75,9,0.493333339691162,0.693153142929077,0.5,0,0
75,10,0.479999989271163,0.693167328834533,0.5,0,0
75,11,0.479999989271163,0.693165600299835,0.5,0,0
75,12,0.479999989271163,0.693162739276886,0.5,0.5,1
75,13,0.493333339691162,1.00312447547912,0.5,0.5,1
75,14,0.519999980926513,4.35797548294067,0.5,0.5,1
75,15,0.493333339691162,0.69315493106842,0.5,0,0
75,16,0.533333361148834,0.69310986995697,0.5,0,0
75,17,0.533333361148834,0.693105161190033,0.5,0.5,1
75,18,0.453333348035812,0.693189918994903,0.5,0,0
75,19,0.519999980926513,0.693135499954223,0.5,0.5,1
75,20,0.519999980926513,13.8333873748779,0.5,0.5,1
75,21,0.506666660308837,9.40182781219482,0.5,0,0
75,22,0.573333323001861,1.65768456459045,0.5,0.5,1
75,23,0.519999980926513,7.69351625442504,0.5,0.5,1
75,24,0.506666660308837,0.693139314651489,0.5,0,0
75,25,0.54666668176651,8.5875186920166,0.5,0.5,1
75,26,0.519999980926513,0.69313758611679,0.5,0.5,1
75,27,0.560000002384185,21.3221263885498,0.5,0,0
75,28,0.453333348035812,30.2680988311767,0.5,0.5,1
75,29,0.506666660308837,1.56113851070404,0.5,0,0
75,30,0.453333348035812,13.9192972183227,0.5,0.5,1
100,1,0.519999980926513,8.29585838317871,0.5,0.5,1
100,2,0.5,7.90863418579101,0.5,0.5,1
100,3,0.509999990463256,0.693139731884002,0.5,0.5,1
100,4,0.479999989271163,11.6312780380249,0.5,0.5,1
100,5,0.509999990463256,0.69313621520996,0.5,0,0
100,6,0.479999989271163,22.6529159545898,0.5,0,0
100,7,0.519999980926513,9.09453582763671,0.5,0,0
100,8,0.490000009536743,10.0533218383789,0.5,0.5,1
100,9,0.479999989271163,2.17501950263977,0.5,0.5,1
100,10,0.52999997138977,8.22232818603515,0.5,0,0
100,11,0.649999976158142,0.931490302085876,0.5,0.5,1
100,12,0.509999990463256,0.693139553070068,0.5,0,0
100,13,0.469999998807907,40.3913192749023,0.5,0,0
100,14,0.490000009536743,0.69316029548645,0.5,0,0
100,15,0.5,0.586814045906066,0.5,0,0
100,16,0.5,0.693147301673889,0.5,0.5,1
100,17,0.479999989271163,7.43681478500366,0.5,0.5,1
100,18,0.519999980926513,8.27321910858154,0.5,0,0
100,19,0.5,22.7718410491943,0.5,0.5,1
100,20,0.479999989271163,2.6991651058197,0.5,0,0
100,21,0.5,17.5513973236084,0.5,0.5,1
100,22,0.509999990463256,1.73108172416687,0.5,0,0
100,23,0.5,11.1826305389404,0.5,0,0
100,24,0.5,19.9808444976806,0.5,0.5,1
100,25,0.5,0.693147301673889,0.5,0.5,1
100,26,0.479999989271163,0.693174064159393,0.5,0,0
100,27,0.910000026226043,0.410415887832641,0.850000023841857,1,0.699999988079071
100,28,0.509999990463256,0.693140387535095,0.5,0.5,1
100,29,0.479999989271163,6.93990659713745,0.5,0,0
100,30,0.46000000834465,48.459617614746,0.5,0,0
