epochs,trial_num,accuracy,loss,val_accuracy,val_loss,test_accuracy,test_precision,test_recall
20,5,0.526315808296203,0.69257628917694,0.466666668653488,0.69408905506134,0.600000023841857,0.600000023841857,1
20,6,1,0.0000592859178141225,1,0.0000128899910123436,1,1,1
20,7,1,0.266825735569,1,0.391596227884292,1,1,1
20,8,1,0.0000105915823951363,1,0.0000625144894002005,1,1,1
20,9,0.473684221506118,0.693805873394012,0.5,0.693201899528503,0.33333334326744,0.33333334326744,1
20,10,1,0.301834493875503,1,0.266875773668289,1,1,1
50,1,0.505263149738311,0.693135201930999,0.5,0.693165004253387,0.666666686534881,0.666666686534881,1
50,2,0.54736840724945,0.691784024238586,0.533333361148834,0.692211270332336,0.533333361148834,0.533333361148834,1
50,3,1,0.00000124729194794781,1,0.00000111964448024082,1,1,1
50,4,1,0.228120014071464,1,0.182911545038223,1,1,1
50,5,1,0.193293496966362,1,0.158737316727638,1,1,1
50,6,0.536842107772827,0.691464483737945,0.5,0.693599641323089,0.400000005960464,0.400000005960464,1
50,7,1,0.00000518078695677104,1,0.00000475435854241368,1,1,1
50,8,0.526315808296203,0.692524790763855,0.566666662693023,0.691332757472991,0.533333361148834,0.533333361148834,1
50,9,1,0.000000740335451610008,1,0.00000163841207267978,1,1,1
50,10,1,0.00000413884208683157,1,0.00000307547657030227,1,1,1
100,1,1,0.000000336478535700734,1,0.000000631657883332081,1,1,1
100,2,0.54736840724945,0.691784024238586,0.533333361148834,0.692211270332336,0.533333361148834,0.533333361148834,1
100,3,0.557894766330719,0.688436388969421,0.600000023841857,0.68381518125534,0.400000005960464,0.400000005960464,1
100,4,0.494736850261688,0.693846046924591,0.5,0.693443000316619,0.533333361148834,0,0
100,5,1,0.000000313922043915226,1,0.0000268676049017813,1,1,1
100,6,1,0.000000230790931254887,0.966666638851165,0.102778799831867,1,1,1
100,7,0.555263149738311,0.693119406700134,0.400000005960464,0.694466233253479,0.400000005960464,0.400000005960464,1
100,8,0.526315808296203,0.692216277122497,0.400000005960464,0.697944223880767,0.466666668653488,0,0
100,9,0.505263149738311,0.693644881248474,0.466666668653488,0.696753859519958,0.33333334326744,0.33333334326744,1
100,10,1,0.00000303668639389798,1,0.000131572087411768,1,1,1
